row_num,Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
326,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,"Murder Mystery ","Story telling",Both,Both,Ok
327,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","While Traveling",Others,4,Never,"Health and Fitness",Interview,"Well known individuals",Shorter,Ok
328,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok
329,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Morning,"Relaxation and stress relief","Office hours, While Traveling","recommendations, Playlists",4,Rarely,"Health and Fitness","Story telling","Well known individuals",Shorter,Ok
330,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices","Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists, Radio",4,Rarely,Comedy,"Story telling",Both,Both,Ok
331,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","While Traveling",Playlists,5,Never,None,None,None,None,Dissatisfied
332,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,3,"Once a week","Food and cooking",Conversational,Both,Both,Ok
333,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Podcast,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,3,Rarely,Comedy,"Story telling",Both,Shorter,Ok
334,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session, leisure time",Radio,1,Rarely,"Lifestyle and Health",Conversational,Both,Both,Ok
335,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,classical,Night,"Relaxation and stress relief","While Traveling, leisure time","recommendations, Playlists, Radio, Others",3,"Several times a week",Comedy,"Story telling",Both,Shorter,Ok
336,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Social gatherings or parties","While Traveling","Others, Friends",4,Rarely,Comedy,None,None,None,Dissatisfied
337,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Podcast,Melody,Morning,"Relaxation and stress relief","While Traveling","recommendations, Others",5,"Several times a week","Health and Fitness","Story telling",Both,Both,Ok
338,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling",recommendations,5,Rarely,Comedy,Conversational,Both,Both,Ok
339,20-35,Female,"More than 2 years","Smartphone, Wearable devices","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",3,Rarely,"Political, informative, topics that interests me",Conversational,Both,Both,Ok
340,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time",Playlists,4,Rarely,Comedy,"Story telling",Both,Shorter,Ok
341,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Shorter,Ok
342,20-35,Male,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Electronic/Dance,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",3,Rarely,Sports,Educational,"Well known individuals",Shorter,Dissatisfied
343,20-35,Female,"1 year to 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Sadness or melancholy","leisure time",recommendations,3,Never,None,Conversational,"Well known individuals",Shorter,Satisfied
344,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,classical,Night,"Relaxation and stress relief","While Traveling","recommendations, Playlists",4,Never,None,None,None,None,Ok
345,20-35,Female,"More than 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,None,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",5,Never,None,None,None,None,Ok
346,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",5,Rarely,"Lifestyle and Health",Conversational,"Well known individuals",Both,Satisfied
347,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,4,Never,None,None,None,None,Ok
348,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists, Radio",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied
349,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,4,Rarely,"Lifestyle and Health",Interview,"Well known individuals",Shorter,Satisfied
350,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Kpop,Night,"Relaxation and stress relief, Sadness or melancholy","leisure time",Playlists,3,Never,None,None,None,None,Ok
351,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,All,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Radio",4,Never,None,None,None,None,Ok
352,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",3,Never,None,None,None,None,Satisfied
353,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Family Plan-Rs 179/month",Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,"Well known individuals",Shorter,Ok
354,20-35,Female,"Less than 6 months","Smartphone, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Radio",4,Rarely,Novels,"Story telling",Both,Both,Satisfied
355,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","Playlists, Others",3,Rarely,"Lifestyle and Health",Conversational,Both,Shorter,Satisfied
356,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational","leisure time",recommendations,3,Rarely,"Food and cooking",Conversational,"unknown Podcasters",Shorter,Ok
357,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Uplifting and motivational","leisure time",Others,4,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Shorter,Satisfied
358,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,Rarely,None,Conversational,Both,Shorter,Satisfied
359,20-35,Female,"More than 2 years","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Radio",5,"Several times a week","Health and Fitness","Story telling",Both,Shorter,"Very Satisfied"
360,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,5,"Several times a week","Lifestyle and Health","Story telling","Well known individuals",Shorter,Ok
361,20-35,Male,"More than 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,3,Never,None,None,None,None,"Very Dissatisfied"
362,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time, ",Playlists,3,Rarely,"Lifestyle and Health",Conversational,Both,Shorter,Ok
363,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling",Others,4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
364,20-35,Female,"More than 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Podcast,Melody,Night,"Sadness or melancholy","leisure time",Playlists,3,Daily,Comedy,Interview,Both,Both,Ok
365,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","Office hours",Playlists,3,Rarely,Comedy,"Story telling",Both,Shorter,Ok
366,20-35,Female,"More than 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Rap,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio, Others",5,Never,None,None,None,None,Ok
367,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","Office hours, Study Hours, While Traveling, Workout session, leisure time",Playlists,3,Rarely,"Lifestyle and Health",Interview,"Well known individuals",Shorter,Ok
368,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling, leisure time",Others,1,Never,None,None,"Well known individuals",Shorter,Ok
369,20-35,Female,"More than 2 years","Wearable devices","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Uplifting and motivational","While Traveling",Playlists,4,Never,"Food and cooking",Educational,Both,Shorter,Ok
370,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Morning,"Uplifting and motivational","leisure time","recommendations, Playlists",3,"Several times a week","Lifestyle and Health",Conversational,Both,Longer,Satisfied
371,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","While Traveling",recommendations,1,Rarely,None,Educational,None,Both,Ok
372,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Electronic/Dance,Night,"Social gatherings or parties","Workout session",Others,2,Never,None,None,"Well known individuals",Shorter,Ok
373,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others",4,Never,None,None,None,None,Ok
374,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","Office hours, While Traveling, leisure time",Others,4,Rarely,"Lifestyle and Health","Story telling","unknown Podcasters",Shorter,Ok
375,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time","recommendations, Playlists, Others",4,Rarely,"Lifestyle and Health",Conversational,"Well known individuals",Shorter,Ok
376,20-35,Female,"1 year to 2 years","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Workout session, leisure time","recommendations, Playlists",4,Never,None,None,None,None,Ok
377,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling, leisure time",recommendations,5,"Once a week","Food and cooking",Conversational,Both,Shorter,Satisfied
378,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Sadness or melancholy","Office hours, While Traveling",Others,4,Never,"Food and cooking",Conversational,Both,Shorter,Ok
379,20-35,Male,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,All,Night,"Uplifting and motivational, Social gatherings or parties","leisure time","recommendations, Playlists",4,Never,Comedy,"Story telling",None,None,Ok
380,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists",5,Never,None,None,None,None,Satisfied
381,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","leisure time",recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok
382,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling",recommendations,3,Rarely,Sports,"Story telling",Both,Shorter,Ok
383,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session","recommendations, Playlists, Others",4,Rarely,Comedy,"Story telling",Both,Shorter,Ok
384,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling",Playlists,3,Never,None,None,None,None,Ok
385,20-35,Male,"Less than 6 months","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","leisure time",recommendations,3,Never,None,None,None,None,Ok
386,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Uplifting and motivational","While Traveling","recommendations, Playlists",4,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Ok
387,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,Melody,Afternoon,"Relaxation and stress relief","Office hours, leisure time",Radio,3,Rarely,None,None,None,Shorter,Ok
388,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Electronic/Dance,Night,"Relaxation and stress relief","leisure time","recommendations, Playlists",4,Rarely,None,None,None,None,Ok
389,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,None,None,None,None,Ok
390,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","leisure time","recommendations, Playlists",4,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Both,Ok
391,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Uplifting and motivational","Workout session",Others,3,Never,None,None,None,None,Ok
392,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Rap,Night,"Social gatherings or parties","leisure time",recommendations,4,Rarely,None,None,None,None,Ok
393,20-35,Female,"Less than 6 months","Smartphone, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,4,"Once a week","Lifestyle and Health",Conversational,"Well known individuals",Longer,Satisfied
394,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Uplifting and motivational","Workout session",Playlists,5,"Several times a week",Comedy,"Story telling",Both,Both,"Very Satisfied"
395,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",recommendations,3,Never,None,None,None,None,Ok
396,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Morning,"Relaxation and stress relief","While Traveling, leisure time","recommendations, Playlists",4,Never,None,None,None,None,Satisfied
397,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Electronic/Dance,Night,"Relaxation and stress relief","While Traveling, leisure time",recommendations,4,Rarely,"Lifestyle and Health",Conversational,"Well known individuals",Shorter,"Very Satisfied"
398,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling, Workout session, leisure time","recommendations, Playlists",4,"Once a week","Lifestyle and Health","Story telling",Both,Shorter,Satisfied
399,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Sadness or melancholy","While Traveling",recommendations,3,Rarely,None,Conversational,Both,Both,Satisfied
400,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,1,Never,None,None,None,None,"Very Dissatisfied"
401,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","Office hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,None,None,None,None,Ok
402,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,3,"Once a week",Comedy,None,None,Both,Ok
403,20-35,Male,"More than 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",5,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
404,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","Workout session, leisure time",Playlists,4,Never,None,None,None,None,Ok
405,20-35,Female,"More than 2 years","Computer or laptop","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Sadness or melancholy","Workout session, leisure time",Others,4,Never,None,None,None,None,Ok
406,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,5,Never,None,None,None,None,Satisfied
407,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","Office hours",recommendations,3,Never,None,None,None,None,Ok
408,20-35,Male,"1 year to 2 years",Smartphone,"Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Podcast,Melody,Night,"Relaxation and stress relief","While Traveling, leisure time","recommendations, Playlists, Others",4,"Several times a week","Lifestyle and Health",Conversational,Both,Both,"Very Satisfied"
409,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Sadness or melancholy","While Traveling","Others, Search",4,Rarely,"Lifestyle and Health",Conversational,Both,Shorter,Ok
410,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",5,Rarely,"Food and cooking",Conversational,Both,Shorter,Satisfied
411,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Morning,"Relaxation and stress relief","Study Hours",Playlists,3,Never,None,"Story telling","unknown Podcasters",Shorter,Ok
412,20-35,Female,"1 year to 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Both,Ok
413,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","leisure time",recommendations,3,Rarely,Comedy,None,None,Shorter,Ok
414,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling, leisure time","recommendations, Others",3,"Once a week",Sports,None,None,None,Ok
415,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,3,Rarely,Sports,Educational,Both,Shorter,Satisfied
416,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Podcast,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,3,"Several times a week",Comedy,"Story telling","Well known individuals",Shorter,Ok
417,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",Playlists,2,Rarely,Comedy,Educational,Both,Longer,Satisfied
418,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","leisure time","recommendations, Playlists",3,Rarely,None,None,None,Shorter,Ok
419,20-35,Female,"1 year to 2 years","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling, ",recommendations,4,"Several times a week",None,None,None,None,Ok
420,20-35,Male,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
421,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,None,None,None,None,Ok
422,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Rarely,"Lifestyle and Health",Educational,Both,Shorter,Ok
423,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,"Once a week","Lifestyle and Health",Conversational,"Well known individuals",Both,Satisfied
424,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time",recommendations,4,Never,None,None,None,None,Ok
425,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","leisure time",Playlists,4,Rarely,"Food and cooking",Conversational,Both,Shorter,Ok
426,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","leisure time",Playlists,4,Rarely,"Lifestyle and Health",Interview,"Well known individuals",Shorter,Satisfied
427,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","Office hours, leisure time",Playlists,3,Never,None,None,None,None,Ok
428,20-35,Male,"1 year to 2 years",Smartphone,"Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Music,Rock,Morning,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session, leisure time",Playlists,3,Never,None,None,"Well known individuals",Shorter,Dissatisfied
429,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,"Once a week",Comedy,Conversational,"Well known individuals",Shorter,Satisfied
430,20-35,Female,"Less than 6 months","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","leisure time",Others,3,Never,None,None,None,None,Ok
431,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational","leisure time",recommendations,5,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Shorter,Satisfied
432,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Family Plan-Rs 179/month",Music,Melody,Night,"Relaxation and stress relief","Office hours, While Traveling, leisure time","recommendations, Others",5,Rarely,"Self help","Story telling",Both,Shorter,Satisfied
